N,P,K,temperature,humidity,ph,rainfall,label
67.06,69.0,46.11,35.95,93.07,6.83,107.48,papaya
54.13,53.23,52.23,33.69,93.4,6.94,247.81,papaya
38.13,67.15,47.68,43.82,91.76,6.61,73.11,papaya
66.78,66.19,53.2,43.65,91.57,6.99,148.43,papaya
66.6,50.27,54.96,36.34,93.42,6.57,206.5,papaya
69.57,60.61,45.77,32.3,91.08,6.55,130.85,papaya
64.96,46.82,49.73,33.31,92.1,6.56,138.3,papaya
69.91,65.92,53.02,37.33,90.94,6.79,247.13,papaya
39.79,49.36,52.89,25.13,90.04,6.89,129.31,papaya
63.69,46.77,52.6,29.9,94.85,6.68,166.86,papaya
62.92,55.01,48.49,24.58,92.16,6.99,51.45,papaya
39.24,59.42,49.54,24.54,94.85,6.72,216.86,papaya
33.94,66.37,50.95,27.11,90.7,6.58,176.12,papaya
69.18,69.36,54.74,33.19,92.94,6.73,124.84,papaya
41.84,55.99,48.28,39.48,91.0,6.84,43.4,papaya
64.84,46.51,54.23,33.2,93.95,6.92,164.25,papaya
30.17,63.73,47.69,30.05,93.92,6.73,42.66,papaya
30.84,59.13,54.89,24.73,90.56,6.8,40.25,papaya
48.63,56.2,51.7,34.56,94.56,6.63,169.38,papaya
39.55,52.73,49.64,28.7,90.97,6.82,79.69,papaya
57.59,57.56,51.13,35.91,93.06,6.99,80.3,papaya
52.62,53.47,47.73,43.52,94.93,6.52,177.19,papaya
33.1,63.93,47.74,25.34,94.41,6.94,51.28,papaya
36.51,58.6,46.14,27.45,94.78,6.78,105.82,papaya
45.52,66.92,46.14,32.93,91.71,6.63,71.38,papaya
37.42,58.59,48.48,43.34,90.53,6.98,161.84,papaya
61.69,50.96,52.63,39.21,90.94,6.74,178.97,papaya
46.64,66.28,51.08,41.86,92.5,6.67,191.44,papaya
33.74,58.93,46.03,30.01,93.97,6.59,93.6,papaya
49.37,50.17,53.52,43.83,90.75,6.62,58.74,papaya
33.63,60.59,51.01,25.16,93.3,6.92,56.52,papaya
35.16,53.94,54.61,24.11,91.62,6.81,129.49,papaya
39.58,66.11,51.7,40.97,91.71,6.96,238.63,papaya
64.38,56.33,46.75,42.47,93.31,6.62,85.72,papaya
66.98,63.16,49.74,24.9,92.33,6.56,93.92,papaya
63.05,47.39,51.48,25.38,94.06,6.5,61.19,papaya
43.36,54.9,45.28,23.7,90.78,6.75,167.17,papaya
40.9,69.58,45.15,25.19,93.95,7.0,182.77,papaya
51.97,65.21,46.29,27.4,90.32,6.85,175.02,papaya
58.87,49.0,47.52,43.37,90.97,6.65,220.84,papaya
69.73,51.94,49.3,37.03,93.28,6.94,142.15,papaya
35.26,53.25,49.87,39.35,94.27,6.89,68.24,papaya
31.97,61.26,46.38,39.3,91.26,6.51,100.78,papaya
57.77,63.92,51.73,34.24,91.64,6.91,179.11,papaya
63.29,63.74,50.96,39.75,92.69,6.65,168.76,papaya
63.85,57.75,47.94,35.51,91.06,6.57,151.51,papaya
57.14,65.27,45.14,29.61,94.06,6.61,183.42,papaya
68.16,55.93,45.78,34.78,93.87,6.73,173.85,papaya
50.44,48.1,48.92,34.2,90.73,6.71,225.08,papaya
66.55,59.11,46.54,40.29,92.32,6.64,163.06,papaya
68.71,68.81,48.77,43.62,93.87,6.59,203.51,papaya
63.89,64.82,51.28,31.63,91.69,6.88,92.23,papaya
42.39,59.47,50.47,39.03,93.17,7.0,182.42,papaya
37.85,61.17,47.31,25.1,90.25,6.89,229.46,papaya
51.92,68.26,48.44,39.31,93.04,6.65,121.0,papaya
48.12,55.71,51.14,30.8,90.76,6.62,203.61,papaya
65.11,53.28,53.61,23.83,94.15,6.61,192.21,papaya
34.0,69.43,52.53,30.63,91.78,6.57,52.5,papaya
40.31,66.59,50.53,35.82,91.41,6.78,162.12,papaya
60.07,53.08,48.62,25.5,94.2,6.8,67.34,papaya
33.8,56.59,48.65,42.4,90.25,6.85,243.14,papaya
42.83,55.38,53.79,24.63,91.98,6.84,210.4,papaya
45.49,48.73,45.39,42.53,91.85,6.65,63.04,papaya
54.9,68.95,54.88,37.85,91.42,6.67,65.57,papaya
36.33,55.11,51.64,29.92,94.56,6.84,164.84,papaya
64.42,66.88,51.81,31.21,93.75,6.67,112.43,papaya
47.9,49.73,45.38,38.56,90.32,6.61,47.33,papaya
66.68,58.7,51.06,35.63,93.57,6.69,153.74,papaya
48.71,45.6,49.85,37.1,92.64,6.64,121.45,papaya
41.0,64.11,46.06,31.17,94.5,6.54,61.23,papaya
35.67,59.52,47.78,33.24,91.56,6.92,208.4,papaya
30.15,60.64,53.9,43.79,92.87,6.93,232.17,papaya
51.29,46.29,50.5,27.49,92.5,6.61,198.88,papaya
34.29,50.28,49.13,31.77,92.45,6.53,212.71,papaya
45.67,46.86,45.73,29.13,92.28,6.87,85.46,papaya
53.57,52.22,52.14,39.07,91.03,6.61,95.35,papaya
41.03,60.69,52.03,39.04,93.78,6.7,83.79,papaya
37.01,59.15,51.14,29.14,92.26,6.53,200.66,papaya
60.99,60.3,50.1,24.71,94.79,6.61,239.06,papaya
67.87,58.73,49.34,23.24,91.3,6.9,190.54,papaya
34.02,51.83,50.93,31.98,93.41,6.9,225.11,papaya
36.22,51.11,47.33,31.62,94.7,6.6,174.13,papaya
68.4,48.43,54.41,43.76,93.32,6.67,121.41,papaya
31.51,66.23,50.89,32.87,94.36,6.57,129.41,papaya
69.11,60.41,48.11,28.38,94.14,6.54,55.82,papaya
30.19,49.66,49.5,41.72,91.8,7.0,46.61,papaya
64.95,49.43,53.06,33.31,93.0,6.83,186.05,papaya
42.29,66.83,46.62,35.58,90.78,6.77,132.07,papaya
67.54,63.57,47.93,25.01,92.68,6.88,155.97,papaya
42.68,61.48,51.8,31.04,91.15,6.92,157.11,papaya
21.93,17.21,30.59,27.66,97.79,5.7,140.38,coconut
26.9,11.47,25.58,25.81,90.14,5.8,180.73,coconut
26.77,23.86,31.96,25.12,97.58,5.7,184.44,coconut
24.71,23.04,25.53,27.54,92.95,6.27,206.0,coconut
35.52,8.52,33.17,27.59,90.08,6.21,180.37,coconut
26.28,26.93,33.25,26.79,95.51,6.13,213.32,coconut
30.09,9.52,27.37,26.72,97.84,5.89,190.25,coconut
37.39,24.93,28.24,27.44,97.73,6.41,207.23,coconut
36.66,16.42,29.81,27.36,91.29,6.47,151.86,coconut
37.26,13.21,30.97,27.67,91.45,5.67,208.43,coconut
21.75,8.96,27.87,26.66,94.52,5.72,194.01,coconut
15.87,9.19,30.92,27.9,95.1,6.03,153.62,coconut
21.53,21.55,27.98,27.99,95.92,5.59,155.18,coconut
21.97,18.76,25.55,25.35,91.45,5.94,214.12,coconut
37.73,8.05,25.03,27.55,97.67,6.08,142.58,coconut
31.23,7.82,26.01,26.5,95.11,6.02,177.0,coconut
17.04,6.81,32.92,26.16,96.78,5.83,165.08,coconut
18.38,23.59,34.61,26.84,94.32,6.04,193.21,coconut
18.89,22.8,29.27,25.17,93.31,6.46,207.17,coconut
30.76,6.46,30.13,26.52,97.82,5.71,168.83,coconut
33.39,19.01,26.47,27.61,94.66,6.15,174.15,coconut
36.49,7.12,30.51,25.64,96.93,5.54,218.55,coconut
38.52,27.59,26.45,26.28,97.63,5.57,202.71,coconut
20.04,27.68,31.11,27.82,95.4,6.05,211.78,coconut
22.74,22.46,34.33,26.29,94.39,5.6,175.1,coconut
21.01,28.15,26.96,26.08,90.03,5.52,158.73,coconut
23.97,25.29,32.65,26.32,90.32,5.67,172.95,coconut
37.87,25.71,25.24,26.56,91.61,6.06,197.29,coconut
29.38,19.24,28.75,26.9,91.49,6.2,148.75,coconut
33.45,12.65,26.11,27.4,92.04,5.7,161.64,coconut
27.25,10.44,28.52,26.36,92.44,6.17,143.73,coconut
15.72,13.18,26.74,27.45,92.88,5.68,174.59,coconut
16.6,20.71,28.73,26.6,93.36,6.11,206.2,coconut
28.45,9.32,29.18,26.02,90.79,5.91,141.97,coconut
32.97,11.47,28.01,26.97,90.34,6.15,194.03,coconut
20.38,16.7,31.57,27.15,95.39,6.5,214.6,coconut
33.05,10.83,34.19,26.67,94.3,6.44,158.95,coconut
35.27,19.72,29.01,25.17,93.55,5.5,195.49,coconut
25.3,28.08,26.92,25.51,95.08,6.39,218.01,coconut
33.66,23.7,27.71,25.86,96.62,5.57,216.98,coconut
25.1,21.66,33.54,25.85,93.42,6.45,158.79,coconut
31.96,19.57,30.72,27.02,95.13,5.78,148.03,coconut
34.1,17.2,29.55,25.06,97.63,5.88,151.86,coconut
39.8,9.66,26.5,27.27,96.72,5.59,196.16,coconut
23.63,27.37,29.5,25.8,93.41,5.61,198.06,coconut
25.28,11.21,27.78,25.93,95.16,6.23,193.94,coconut
19.14,7.28,34.43,26.58,91.42,6.44,166.89,coconut
20.1,23.75,33.84,25.65,94.48,6.11,153.58,coconut
32.33,9.39,25.84,27.65,97.85,6.22,186.46,coconut
37.93,14.3,30.17,25.26,94.15,6.26,178.69,coconut
24.87,5.71,27.25,26.33,97.42,5.76,198.31,coconut
19.5,8.43,29.11,27.55,93.26,5.55,175.31,coconut
22.13,9.33,33.77,26.85,97.99,5.5,167.09,coconut
26.38,6.36,30.28,25.88,94.63,5.85,163.48,coconut
22.27,21.42,28.34,26.26,90.34,5.74,156.92,coconut
20.84,25.93,27.08,27.12,94.69,5.56,161.26,coconut
33.4,14.33,33.0,27.92,92.2,5.68,147.59,coconut
15.2,26.86,31.25,27.68,90.26,5.62,167.75,coconut
28.48,10.33,29.68,26.03,96.57,6.41,142.93,coconut
34.84,13.13,27.17,27.99,92.21,5.64,154.91,coconut
21.66,8.77,28.34,25.01,96.37,6.04,199.74,coconut
30.08,20.51,34.6,25.08,92.31,6.09,166.04,coconut
31.72,15.5,30.2,27.47,91.55,6.04,193.46,coconut
31.38,20.33,29.01,25.6,97.79,5.6,197.35,coconut
26.15,24.04,30.21,25.18,92.89,5.82,186.49,coconut
23.66,18.64,32.79,25.71,94.81,5.55,216.7,coconut
35.9,20.69,28.4,26.28,94.88,5.9,141.72,coconut
33.96,28.38,26.79,27.19,94.48,5.69,199.09,coconut
23.03,12.48,30.85,26.87,97.32,6.06,216.7,coconut
17.58,13.98,31.65,25.71,95.4,6.19,208.98,coconut
16.8,22.94,32.13,26.51,93.23,6.03,153.43,coconut
17.36,20.28,33.82,27.78,96.9,5.93,166.15,coconut
29.57,9.46,28.71,27.45,91.45,5.89,153.8,coconut
16.29,14.4,25.75,25.97,94.35,6.34,188.1,coconut
23.42,16.7,34.58,27.95,97.6,5.72,196.98,coconut
33.83,15.48,29.35,27.13,95.0,6.23,165.37,coconut
22.36,9.46,31.23,25.19,96.54,6.26,183.16,coconut
34.08,28.11,31.66,25.11,95.23,5.92,195.27,coconut
33.64,24.06,30.47,25.51,96.71,5.8,173.71,coconut
21.15,17.03,27.05,27.18,97.56,5.97,208.32,coconut
33.22,22.0,32.55,25.55,92.18,5.59,201.72,coconut
33.69,27.43,33.04,26.53,91.36,5.55,145.17,coconut
24.94,8.4,30.53,25.28,93.87,5.61,189.69,coconut
20.26,11.26,29.89,27.76,95.61,5.69,158.83,coconut
28.03,18.57,26.14,26.03,91.82,6.0,184.6,coconut
38.03,24.98,25.84,27.72,90.03,6.35,216.55,coconut
30.99,5.91,28.4,27.83,92.74,5.74,210.32,coconut
19.32,29.6,28.11,25.02,97.75,6.44,172.36,coconut
32.07,16.37,34.54,26.39,95.56,6.45,163.32,coconut
25.68,13.98,32.84,25.07,93.21,6.46,158.75,coconut
29.79,12.32,31.6,27.73,91.54,6.34,182.6,coconut
33.35,9.36,30.18,26.56,92.85,5.86,149.14,coconut
27.87,24.79,26.67,25.22,91.36,5.57,183.94,coconut
35.35,28.89,34.78,25.33,90.85,6.07,140.11,coconut
33.05,15.34,28.75,26.15,97.25,6.06,165.91,coconut
30.38,28.81,26.07,27.82,97.98,6.35,157.59,coconut
18.77,25.59,29.94,27.08,91.31,6.5,217.7,coconut
35.9,17.03,33.74,27.6,90.44,6.01,198.18,coconut
38.4,21.85,33.87,26.1,92.64,5.85,167.97,coconut
18.42,15.87,25.11,25.13,93.69,5.69,147.43,coconut
120.67,59.7,17.26,22.75,84.46,7.77,67.65,cotton
108.54,51.47,21.56,22.79,82.12,5.83,84.41,cotton
121.46,44.14,16.64,23.89,82.42,7.92,78.56,cotton
133.41,46.76,15.56,23.97,79.99,6.84,85.14,cotton
124.63,41.66,16.21,22.07,79.75,7.56,75.47,cotton
125.35,43.62,24.3,22.59,76.1,6.08,71.31,cotton
121.64,51.23,20.52,23.51,80.6,6.67,87.66,cotton
137.09,57.07,22.96,24.73,77.47,6.4,61.09,cotton
137.28,39.6,18.33,22.91,84.77,6.44,85.68,cotton
120.51,56.01,20.93,23.69,82.97,6.07,66.92,cotton
112.23,38.04,19.95,24.23,79.13,7.57,85.46,cotton
118.38,40.37,24.46,25.55,76.51,5.82,64.18,cotton
107.46,35.93,22.48,23.3,82.85,6.49,77.41,cotton
125.45,38.52,22.31,22.53,76.22,6.18,86.64,cotton
120.0,57.93,15.46,23.96,76.89,7.1,74.21,cotton
104.13,46.49,20.5,24.99,77.12,6.36,82.4,cotton
107.91,36.94,19.67,22.44,80.57,6.37,84.14,cotton
119.19,58.99,24.28,23.7,82.87,6.87,82.09,cotton
135.5,56.97,17.57,22.07,78.14,7.24,87.76,cotton
122.66,53.87,17.7,22.13,75.85,6.07,73.41,cotton
127.26,58.34,19.11,23.93,79.65,6.19,65.19,cotton
113.56,40.5,17.43,23.19,82.48,6.34,61.43,cotton
122.86,55.91,16.29,25.38,77.22,7.94,67.39,cotton
117.9,52.25,23.57,24.41,77.2,6.67,64.3,cotton
126.37,56.74,20.58,23.82,84.47,7.12,76.74,cotton
102.02,54.92,23.61,23.63,84.54,6.33,65.55,cotton
119.73,43.66,23.31,23.99,84.9,6.88,61.17,cotton
111.84,54.36,17.82,22.16,83.08,5.96,61.08,cotton
113.05,41.56,20.48,25.57,76.88,5.88,84.95,cotton
138.44,43.21,15.83,25.99,77.12,6.83,77.74,cotton
107.31,37.7,24.15,22.73,78.4,6.68,70.74,cotton
112.45,58.38,19.04,22.48,78.18,6.1,86.83,cotton
120.4,42.28,18.94,22.57,84.57,7.31,62.11,cotton
134.52,48.02,18.03,24.64,82.89,7.98,89.41,cotton
116.67,44.78,19.61,24.65,82.24,6.67,78.49,cotton
129.75,59.0,17.52,25.39,76.86,7.17,65.5,cotton
134.25,43.38,18.75,25.01,84.1,7.92,80.37,cotton
112.4,54.46,23.0,23.8,83.28,7.63,82.9,cotton
115.71,56.39,23.34,24.45,76.64,6.82,72.88,cotton
114.26,45.89,18.04,24.75,83.71,7.42,85.85,cotton
133.31,44.45,19.69,24.05,77.72,6.08,64.52,cotton
101.77,53.69,23.74,23.9,75.81,6.93,68.37,cotton
112.34,57.82,15.53,24.58,81.57,6.41,62.8,cotton
127.18,53.87,23.89,24.23,81.54,6.15,66.33,cotton
122.62,40.68,17.19,24.58,75.95,6.74,67.16,cotton
117.45,57.21,21.79,24.45,78.19,6.09,87.53,cotton
121.6,44.69,20.83,24.88,84.93,7.34,62.34,cotton
107.9,49.41,20.53,24.57,81.78,6.8,72.82,cotton
117.23,55.79,23.59,24.08,82.3,6.97,75.97,cotton
120.07,39.71,16.02,24.73,77.13,6.12,86.96,cotton
136.05,54.61,18.47,23.8,75.79,6.11,89.93,cotton
110.43,49.9,20.38,22.97,77.77,7.08,82.6,cotton
134.71,57.33,23.11,22.01,77.49,7.97,89.12,cotton
125.77,39.3,17.16,24.24,77.35,6.01,83.61,cotton
100.81,45.52,23.03,24.36,76.93,6.43,88.9,cotton
128.99,55.82,19.0,25.89,80.75,7.71,81.22,cotton
101.42,35.48,16.89,23.45,78.28,5.96,62.39,cotton
139.9,37.81,22.59,23.58,83.2,7.73,72.06,cotton
134.91,59.76,15.91,22.81,76.84,6.95,79.4,cotton
111.89,42.01,20.15,22.28,79.65,6.7,70.52,cotton
110.3,59.39,15.64,25.09,75.14,6.48,68.2,cotton
115.26,39.56,18.56,23.0,79.82,6.45,77.32,cotton
114.25,44.03,21.01,24.44,75.56,6.47,88.01,cotton
114.89,53.82,20.56,24.75,84.78,7.75,61.05,cotton
112.73,51.44,19.05,23.88,82.91,7.39,83.08,cotton
124.85,49.53,19.29,25.51,79.9,7.27,81.68,cotton
106.57,48.25,17.27,23.78,75.87,7.56,88.92,cotton
133.84,56.09,19.56,23.14,80.92,6.37,87.92,cotton
132.5,40.87,24.53,25.58,82.59,7.16,82.87,cotton
119.06,46.06,23.5,25.45,76.91,6.81,75.61,cotton
134.11,38.89,16.45,22.66,80.68,7.52,66.13,cotton
109.89,49.9,15.3,22.1,83.14,6.48,76.36,cotton
100.7,41.26,24.34,22.36,82.68,7.21,82.96,cotton
124.77,43.35,20.27,23.15,83.03,7.74,86.87,cotton
118.32,46.78,20.38,25.89,83.79,6.68,83.69,cotton
122.69,35.67,22.81,24.23,84.38,5.95,65.86,cotton
135.97,37.3,18.15,23.49,79.06,6.94,77.99,cotton
138.8,52.15,19.82,25.55,80.69,6.56,69.97,cotton
125.38,45.72,24.69,23.81,82.91,7.28,60.28,cotton
130.56,56.62,21.72,23.26,81.97,7.89,66.01,cotton
103.35,52.37,16.54,25.76,84.96,6.87,63.4,cotton
106.43,35.2,16.33,25.4,75.14,6.83,85.28,cotton
129.33,50.42,17.04,25.37,78.55,7.24,67.76,cotton
117.25,37.34,22.67,24.05,77.81,6.03,68.54,cotton
117.84,54.52,17.95,25.16,77.62,6.36,88.8,cotton
112.34,59.79,15.21,22.72,77.23,7.82,71.37,cotton
124.29,48.28,24.44,24.29,82.09,7.27,60.29,cotton
107.41,52.07,16.7,25.94,75.85,5.83,68.52,cotton
125.08,40.93,15.1,23.16,82.42,6.25,63.58,cotton
106.95,45.94,17.37,25.18,81.93,7.3,63.08,cotton
102.55,56.4,17.35,23.96,77.51,7.48,62.32,cotton
113.21,39.19,19.22,22.16,77.53,7.65,77.8,cotton
109.25,41.64,24.2,25.05,81.29,6.44,65.68,cotton
135.56,46.14,23.79,22.67,82.62,7.85,70.84,cotton
102.2,52.81,19.57,24.53,83.76,7.02,85.86,cotton
107.06,44.4,19.11,22.34,83.52,7.33,72.73,cotton
121.95,58.19,20.55,25.79,84.65,7.11,87.47,cotton
119.24,37.36,17.43,23.17,80.81,6.07,74.94,cotton
101.83,44.27,15.52,22.91,84.09,7.92,71.97,cotton
100.29,52.72,24.39,22.52,83.09,6.07,82.51,cotton
62.2,52.48,39.68,23.47,70.38,7.05,157.8,jute
62.68,53.38,43.88,24.95,74.3,7.26,162.68,jute
79.56,42.26,42.67,23.25,70.63,6.07,154.45,jute
74.61,42.59,43.12,23.54,77.89,6.73,163.59,jute
83.71,54.57,43.13,24.43,75.3,6.05,188.4,jute
87.49,42.42,41.43,24.96,70.29,6.66,192.65,jute
71.65,49.07,39.58,23.44,70.41,7.24,188.94,jute
77.89,41.23,43.65,23.56,76.13,6.51,181.55,jute
75.02,55.42,44.26,23.61,78.06,7.31,175.7,jute
89.45,37.76,35.24,23.72,74.38,6.88,185.44,jute
84.93,55.74,35.52,23.68,75.55,7.31,169.54,jute
87.35,50.07,44.59,24.19,78.0,7.06,192.07,jute
67.63,39.67,37.77,24.96,76.11,6.14,183.86,jute
83.18,48.55,43.73,24.31,72.25,6.32,184.89,jute
67.96,42.06,38.89,25.33,76.13,6.55,176.8,jute
66.26,43.09,36.19,25.16,76.28,6.24,194.26,jute
88.33,43.79,35.8,23.38,77.34,6.69,162.6,jute
60.58,36.58,36.57,23.15,76.21,6.66,169.06,jute
88.96,59.65,37.5,25.63,79.69,7.34,188.88,jute
64.48,35.79,39.89,23.24,71.97,6.61,174.64,jute
84.58,51.56,42.01,23.45,79.51,7.1,194.46,jute
68.28,44.28,44.86,23.07,75.38,7.32,167.32,jute
70.52,51.15,39.42,24.89,76.72,7.23,168.47,jute
66.5,43.91,40.18,24.75,70.99,6.29,194.44,jute
77.57,51.84,40.22,25.96,73.81,6.69,173.22,jute
70.44,53.23,40.39,25.66,77.69,6.49,175.81,jute
79.72,52.26,40.18,24.23,77.07,6.56,166.64,jute
60.47,37.85,35.09,24.11,70.4,6.51,163.83,jute
61.93,51.42,35.02,23.89,75.47,7.16,182.8,jute
62.99,42.0,35.98,23.46,70.88,6.63,155.99,jute
72.57,35.72,36.02,23.41,79.96,6.73,193.96,jute
84.44,45.37,42.05,23.4,78.97,7.38,188.96,jute
86.65,45.84,37.05,23.34,70.21,6.08,159.54,jute
67.34,46.68,43.95,23.72,78.59,6.68,184.7,jute
77.23,52.62,44.29,23.92,79.19,7.08,180.13,jute
83.05,42.72,44.76,25.88,73.54,6.21,159.23,jute
68.66,42.88,44.39,24.74,77.2,6.86,163.66,jute
72.27,36.51,37.72,25.96,74.42,6.34,170.45,jute
75.72,52.17,40.1,24.12,76.55,7.21,184.96,jute
64.05,49.2,36.75,24.37,73.4,6.46,181.94,jute
60.78,43.74,43.06,23.97,73.23,6.46,176.61,jute
64.58,52.63,43.88,23.55,74.24,6.84,188.42,jute
78.81,48.43,43.51,23.43,71.46,6.26,187.9,jute
62.21,46.73,39.33,25.84,78.31,6.4,180.89,jute
65.69,47.78,42.59,25.96,73.49,6.58,189.35,jute
70.14,50.91,35.98,23.13,74.0,6.5,166.71,jute
62.34,51.5,35.4,23.45,78.94,6.73,194.06,jute
65.75,42.22,42.53,24.27,74.97,6.84,180.75,jute
87.34,38.52,39.25,23.56,75.44,6.79,191.12,jute
60.58,38.92,44.96,24.09,79.56,6.92,177.31,jute
79.6,50.98,35.97,23.39,78.87,6.43,160.92,jute
71.53,56.82,43.56,24.37,71.69,6.18,177.12,jute
80.18,45.24,39.8,23.82,74.73,7.07,168.56,jute
77.66,39.24,43.27,24.06,79.71,7.19,184.87,jute
66.7,53.92,43.17,23.28,73.72,6.36,173.79,jute
85.42,55.81,44.16,24.28,73.72,6.57,191.81,jute
74.76,57.01,37.98,25.95,71.95,6.7,183.9,jute
84.68,50.17,44.5,23.99,71.14,6.75,184.23,jute
72.18,56.52,36.52,25.63,77.4,6.92,160.86,jute
89.54,35.39,35.82,25.53,77.7,6.06,199.21,jute
83.11,37.68,39.32,25.86,79.69,7.01,192.08,jute
88.98,37.31,43.28,25.37,77.73,6.09,189.45,jute
75.43,52.82,39.73,24.98,72.43,6.66,166.51,jute
74.21,36.74,43.29,25.57,70.4,7.16,176.78,jute
82.66,47.41,42.3,23.23,79.85,6.63,156.86,jute
86.41,46.82,37.09,24.39,73.4,6.21,176.92,jute
88.92,42.77,44.49,25.97,73.12,7.38,157.29,jute
69.74,56.76,35.61,25.31,79.06,7.24,177.65,jute
83.96,39.26,43.98,25.89,75.85,7.08,182.44,jute
66.32,43.81,38.04,25.34,72.15,6.58,169.51,jute
76.37,54.35,40.0,25.62,78.89,6.26,174.93,jute
65.4,35.76,39.22,25.12,79.93,7.32,193.78,jute
70.42,51.82,36.72,25.28,70.87,6.75,155.43,jute
87.94,55.41,38.58,24.57,78.62,7.19,189.59,jute
64.38,58.31,36.93,25.77,73.91,6.48,158.54,jute
78.97,56.91,37.04,25.48,75.24,6.47,151.84,jute
77.79,42.98,36.87,25.53,79.15,7.38,159.28,jute
63.62,49.66,39.89,25.02,79.73,6.73,188.25,jute
69.78,36.93,42.98,23.91,72.62,6.2,170.26,jute
76.89,41.45,40.69,23.11,72.13,6.31,193.63,jute
65.62,37.36,43.93,25.81,70.81,6.67,176.24,jute
84.02,42.88,41.37,24.76,75.62,6.06,151.11,jute
89.16,56.88,41.89,23.89,70.14,6.65,185.84,jute
66.44,43.68,41.68,23.45,74.12,6.59,155.51,jute
65.61,49.05,39.49,25.49,70.73,7.09,189.47,jute
73.65,45.83,41.89,25.51,74.05,6.5,158.41,jute
82.43,46.47,35.7,25.44,70.4,7.38,167.27,jute
68.45,59.24,43.6,24.94,78.35,6.25,188.06,jute
60.6,42.4,42.78,24.1,72.1,6.83,197.71,jute
76.24,50.68,37.45,23.91,73.28,6.13,168.57,jute
88.7,45.5,42.68,23.03,78.7,7.03,191.47,jute
71.74,36.53,35.13,25.5,77.46,7.39,159.54,jute
72.6,47.23,37.17,23.26,72.19,7.15,190.36,jute
89.07,55.33,35.65,24.89,70.72,6.78,182.87,jute
80.84,37.47,42.8,24.51,77.16,6.68,159.64,jute
81.58,36.74,42.56,24.58,73.91,7.17,165.13,jute
76.88,38.84,43.14,25.78,77.66,7.31,156.59,jute
89.24,54.11,35.04,23.09,74.45,7.38,169.15,jute
80.67,53.1,40.01,25.32,73.46,6.56,160.18,jute
86.85,49.13,42.05,23.16,74.51,7.39,182.2,jute
119.78,39.14,26.37,25.5,59.32,6.96,189.16,coffee
80.48,35.23,26.61,26.73,51.15,6.78,148.31,coffee
101.64,38.51,25.77,25.81,53.73,6.65,128.27,coffee
102.95,18.52,27.05,23.42,61.21,6.29,140.55,coffee
116.57,16.78,32.15,23.93,67.32,6.73,162.31,coffee
100.24,28.94,33.09,24.1,67.66,6.6,116.09,coffee
101.75,22.26,29.53,24.29,51.4,7.19,158.29,coffee
98.87,35.7,30.07,25.83,58.38,7.15,184.5,coffee
90.76,31.8,25.33,25.52,61.66,6.2,178.03,coffee
82.24,39.27,25.69,24.02,52.94,6.13,115.41,coffee
96.35,21.37,27.58,23.34,65.31,7.36,189.47,coffee
82.1,27.14,30.44,23.86,64.88,6.8,165.9,coffee
102.02,27.53,32.4,27.92,68.07,7.29,122.98,coffee
92.29,20.98,31.05,25.34,50.17,6.09,110.99,coffee
101.34,29.75,28.92,27.34,54.33,6.79,123.7,coffee
85.37,26.08,26.18,27.24,66.54,6.81,177.05,coffee
117.31,26.17,32.81,25.56,63.41,7.29,111.73,coffee
115.78,24.07,28.64,26.53,67.89,6.15,128.65,coffee
87.6,15.42,32.36,23.96,51.14,6.36,170.58,coffee
93.74,28.05,30.13,26.44,61.94,6.61,156.89,coffee
104.54,23.38,32.39,24.36,61.38,7.3,172.62,coffee
83.83,15.03,34.07,27.16,50.71,7.41,169.69,coffee
94.18,22.7,34.21,23.42,60.27,7.49,114.05,coffee
90.04,21.97,30.35,26.87,62.19,7.44,181.4,coffee
116.62,24.84,30.12,23.5,53.83,6.01,128.16,coffee
114.1,18.3,27.66,27.41,55.47,6.07,154.27,coffee
103.19,27.69,34.36,24.52,62.81,6.22,161.54,coffee
100.81,32.31,29.58,26.27,59.37,6.52,123.49,coffee
117.23,30.75,26.28,25.44,67.16,7.24,188.1,coffee
117.3,35.09,29.33,24.83,56.85,7.34,149.05,coffee
118.77,26.3,26.27,26.23,55.33,6.28,114.61,coffee
85.02,27.98,30.03,27.74,69.7,6.93,184.98,coffee
86.42,35.26,30.61,23.21,68.22,7.38,156.9,coffee
107.07,25.69,28.38,27.59,50.58,6.7,165.94,coffee
101.66,32.54,25.72,26.05,65.41,6.16,152.01,coffee
80.74,25.87,34.44,27.04,52.21,6.69,176.78,coffee
82.48,25.44,32.73,24.92,50.55,6.56,112.65,coffee
115.52,34.01,33.39,25.36,55.47,6.87,131.47,coffee
114.75,19.37,28.67,27.34,55.39,6.66,147.57,coffee
94.29,23.46,32.61,25.07,66.39,6.03,116.13,coffee
115.64,20.6,29.85,25.67,64.21,7.49,166.47,coffee
103.75,23.98,27.01,23.1,69.63,6.82,141.49,coffee
112.24,20.76,26.24,23.79,64.23,6.71,131.81,coffee
97.1,29.49,28.45,26.21,58.37,7.43,110.27,coffee
84.54,34.95,26.38,26.58,63.98,6.23,167.59,coffee
97.35,34.67,34.98,25.91,69.99,6.28,176.7,coffee
98.29,24.11,25.49,23.72,64.2,7.21,141.6,coffee
102.04,39.72,29.41,25.23,65.23,6.39,155.14,coffee
84.22,29.85,29.52,24.78,68.77,7.2,128.21,coffee
